texto_limpo,sentimento,Query
Meu ST Cancelado com sucesso ! Vou ao morumbi desde meus 12 anos. Nunca vi tanta palhaçada. Nem nos piores momentos Leco vi essa pouca vergonha de Casares e sua corja !!!!! Bom dia !!!,Negativo,São Paulo FC
Fim do primeiro tempo SPFCxVAS 0-2 Narração SPFCplay VamosSãoPaulo,Neutro,São Paulo FC
Minha opinião sobre isso é que eu sou muito foda no fortnite festival,Neutro,São Paulo FC
VIDEO São Paulo FC fans show solidarity with Palestine.,Neutro,São Paulo FC
"Eu tô indignada. Futebol pífio, ridículo, vergonhoso, absurdo MERDAS ! Vai o time inteiro, comissão, diretoria todo mundo do PRA CASA DO CARALHO",Negativo,São Paulo FC
"11 anos sem Fernandão. Nosso carinho e eterna saudade do atacante, que defendeu o Tricolor entre 2010 e 2011. SPFCpédia MemóriaTricolor",Positivo,São Paulo FC
"Após acabar o jogo, já pode lançar a nota de demissão desse fdpt aqui, nao merece nunca mais vestir a camisa do São Paulo!!! FORA ZUBELDIA",Negativo,São Paulo FC
"Fontes ouvidas pelo GE afirmaram que soaria injusto encerrar o vínculo com o técnico justamente pouco antes do retorno da maioria dos jogadores lesionados, já que as ausências prejudicam o recorte completo do trabalho. Tadinho do Zubeldía.. que injustiça seria, né?",Negativo,São Paulo FC
FORA ZUBELDIA FORA CASARES FORA BELMONTE VOCES SAO O CANCER DO SÃO PAULO,Negativo,São Paulo FC
Roubando ideia do rsrs,Neutro,São Paulo FC
Opinião x .,Neutro,São Paulo FC
Leitura labial do bandeirinha que agrediu o Sub-17 do SP. A arbitragem da partida agride os jogadores do time social do São Paulo Sub-17 e a confusão se instaura. O caso aconteceu no Clube Banespa e acabou virando caso de polícia. saopaulofc saopaulo futebol,Negativo,São Paulo FC
desafio tente não dizer fodase,Neutro,São Paulo FC
"Realmente, Postagens Burras sobre o São Paulo FC, acertou em cheio",Negativo,São Paulo FC
A negociação entre Corinthians e Igor Vinicius esfriou nos últimos dias devido a repercussão negativa da torcida. O lateral tem contrato com o São Paulo até o fim do ano. UOL São Paulo FC,Neutro,São Paulo FC
Espero que Luis Zubeldía nunca mais pise no país. Nem pra treinar um rival. Deveria ter um acordo entre Brasil e Argentina que esse cara não pise no Brasil. Devolve esse monte de merda a eles. Criminoso.,Negativo,São Paulo FC
"Futebol virou isso, juíz velho barbado bate. Na molecada agora, acho isso ridículo juiz tem que ser preso. A final era Sub 17 do, oque vai fazer porra.",Negativo,São Paulo FC
So assim para o Zubeldia sair da porra desse time pelo jeito !,Negativo,São Paulo FC
"- Jornalistas apoiando o zubeldia de forma nunca vista antes - Morumbi sem força alguma - Organizada comprada - Técnico medíocre que não conseguiu vencer Sport, Mirassol e afins. Vai manter até cair pra série B?",Negativo,São Paulo FC
Quarta-feira de reapresentação e trabalho de olho no confronto com o Vasco! VamosSãoPaulo Gutierre Filmes,Neutro,São Paulo FC
𝐉𝐮𝐚𝐧 𝐈𝐠𝐧𝐚𝐜𝐢𝐨 𝐃𝐢𝐧𝐞𝐧𝐧𝐨 19 VamosSãoPaulo Rubens Chiri São Paulo FC,Neutro,São Paulo FC
"O 3º gol do Vasco contra o São Paulo no Morumbis foi do Vegetti mas teve ótima participação do Paulo Henrique... Mas o Rafael falhou algumas vezes, cês não acham? Globo Aqui tem futebol 𝘁𝗼𝗱𝗼 𝗱𝗶𝗮... segue aê! vasco vascodagama saopaulofc",Neutro,São Paulo FC
"São Paulo vai aproveitar a noite fria da capital paulista, com previsão de 11ºC, para estrear sua nova camisa de mangas longas contra o Vasco, no MorumBIS. GE São Paulo FC",Neutro,São Paulo FC
"E graças ao já estamos juntos há quase 5 anos compartilhando o melhor da vida! Feliz dia dos namorados ao seu lado sou supercampeã em tudo, amo incondicionalmente! Feliz dia dos namorados pra todos os casais, viva o amor!",Positivo,São Paulo FC
"Igor Vinícius que não jogou nem 50 dos jogos nos últimos 3 anos no , será contado como desfalque ou saída, para desculpas futuras?",Neutro,São Paulo FC
"Vasco não ganhava do São Paulo no Morumbi desde 2012 Vai ser mais uma coisa que o pior treinador da nossa história vai conseguir destruir. O dementador do Morumbi que destrói tudo que toca, que suga a felicidade de qualquer um. Lembrem de todos que apoiaram isso. Rumo à B.",Negativo,São Paulo FC
apagar minha foto,Negativo,São Paulo FC
"Brasil. - CR Flamengo 1955, 1956, 1957, 1958, 1972, 1988, 1995, 1997 - Santos FC 1957, 1961, 1962, 1966, 1968, 2016 - CR Vasco da Gama 1931, 1957, 1972, 1984, 1987 - Grêmio 1969, 1987, 1988, 2002 - São Paulo FC 1955, 1968, 2013 - Botafogo FR 1968, 1972, 1979 cont.",Neutro,São Paulo FC
nem minha filha de 5 anos que liga no 220 quando fica acordada até mais tarde tankou esse vsf,Negativo,São Paulo FC
Todo mundo sabe que é o Messi,Neutro,São Paulo FC
Eu fiz questão de desbloquear a Zé Zubeldia para olhar a defesa de ontem... kkkkkkkk que negócio nojento... Tomou 3 tapas na cara do Diniz ontem e ainda defende o pardal Argentino.,Negativo,São Paulo FC
São Paulo FC Título R 100 mil Mensalidade R 590 Localizado no Morumbi. Associado tem acesso ao clube e facilidades ligadas ao estádio. Perfil mais recreativo e familiar. Precisa ter convite,Neutro,São Paulo FC
Eu acho legal,Positivo,São Paulo FC
"Vitórias em Ibiúna! A base tricolor venceu dois jogos diante do Clube Vital neste sábado 14 pelo Campeonato Paulista, na Serra da Colina, em Ibiúna SP. O Sub-15 goleou por 4 a 1, com gols de Nicolas Francisco, Carlos, Renan e Miranda, já o Sub-17 fez 2 a 1, com Pedro",Positivo,São Paulo FC
Qual o entido de manter um cara detes no elenco? ó tem uma explicação.,Negativo,São Paulo FC
𝐏𝐋𝐀𝐘 no primeiro treino de Juan Dinenno pelo São Paulo! VamosSãoPaulo,Neutro,São Paulo FC
O SÃO PAULO LANÇOU NOVA CAMISA HOMENAGEANDO O MUNDIAL DE 2005!,Neutro,São Paulo FC
Oii me chamo Giovanna sou a nova administradora da pagina Torço pro São Paulo FC e tenho 21 anos,Neutro,São Paulo FC
Paulista Sub-17 Fim de jogo! CVIxSPFC 1-2 Pedro Falvela Victor Eduardo MadeInCotia VamosSãoPaulo,Neutro,São Paulo FC
"NÃO FAZ SENTIDO TROCAR O TÉCNICO! No G4BandSports, Paulo Massini deu uma sugestão ao São Paulo. BandSports SãoPauloFC spfc Zubeldía",Neutro,São Paulo FC
"Palmeiras em cenas... 2021, Palmeiras 3x0 São Paulo FC. E o Botafogo cortou Patrick de Paula do Mundial 2025. A verdade que o PP só foi feliz em um lugar.... E seremos eternamente gratos! O balanço é altíssimo....",Positivo,São Paulo FC
de longe a camisa mais bonita do brasil,Positivo,São Paulo FC
Quem não tá feliz com estas imagens já morreu por dentro,Negativo,São Paulo FC
teve restrição de público por causa da Covid-19?,Neutro,São Paulo FC
Maravilhoso!,Positivo,São Paulo FC
"Incrível como o cara continua fazendo merda, e a administração continua permitindo tudo isso, é extremamente vergonhoso tomar 3 gols em cada e DO VASCO, parem com esse amor cego pelo zubeldia, isso ta acabando com tudo",Negativo,São Paulo FC
Enfia o GTA 6 no cu Eu não tenho nem plataforma que roda essa porra,Negativo,São Paulo FC
Ajudei. Ela não ter culpa do Brasil ser um país tão desgraçado com seus idosos. E tem filho da puta na França fazendo micagem.,Negativo,São Paulo FC
A torcida que reduz,Negativo,São Paulo FC
O Zubeldia está protegendo o Ryan. Ouvi essa merda de comentário hoje mesmo. Colocou pra tomar totó.,Negativo,São Paulo FC
o cara acabou de terminar o relacionamento com o cec e ja até treinou no outro clube pqp consideração 0 pelos torcedores...,Negativo,São Paulo FC
"Pode me chamar de emocionado, de leigo e tal. Mas essa aqui é uma das cenas mais bem feitas que eu já vi em um anime",Positivo,São Paulo FC
O FutebolFemininoTricolor já está em Caxias do Sul para mais um treino! VamosSãoPaulo,Neutro,São Paulo FC
CURTAM IMEDIATAMENTE,Neutro,São Paulo FC
Q isso meu Vascaum,Neutro,São Paulo FC
A chegada da delegação ao MorumBIS! VamosSãoPaulo Rubens Chiri São Paulo FC,Neutro,São Paulo FC
"O SÃO PAULO FC VAI MANDAR ESSA BOMBA PRO CORINTHIANS KKKKKKKKKKKKKKKKKKKKKKKK LEVA TIMÃO, E NÃO DEVOLVA",Negativo,São Paulo FC
"Eu NUNCA esquecerei dos caras q nos levaram a série B. Malditos, que ainda acusaram o verdadeiro torcedor q ama o clube de ser o errado e muito exigente segundo eles. vocês tem 1 mês para TENTAR evitar isso, pois o lixo argentino já comprometeu 13 do Brasileirão.",Negativo,São Paulo FC
o lucca deve se sentir tao feliz de fazer aniversário no mesmo dia que eu,Positivo,São Paulo FC
"Quando te perguntarem sobre o que é um domínio de qualidade e refino, mostre essa foto do Cédric Soares! Contém texto alternativo SaoPauloNoPremiere",Neutro,São Paulo FC
Devolve o dinheiro de todos esses que estiveram hoje aqui.,Negativo,São Paulo FC
É um pássaro? É um avião? NÃO!! É O SUPERMAN art digitalart DC Superman,Neutro,São Paulo FC
"Aeeee seu incompetente maldito, já mandou esse Argentino de merda embora??",Negativo,São Paulo FC
Lá vai eu pro Morumbi nesse frio,Negativo,São Paulo FC
Fãs de bloons vendo 40 minutos de balão estourando numa tela mais visualmente poluída do que o rio Tietê,Negativo,São Paulo FC
"bem vindo Hermano!!!!! se prepare, pq os fãs de cotia vão te chamar de bagre com 3 minutos do primeiro jogo...",Neutro,São Paulo FC
PEGUE TODO MEU DINHEIRO SÃO PAULO FUTEBOL CLUBE!!!!!!!,Positivo,São Paulo FC
Busto do Juvenal Juvêncio que fica em Cotia.,Neutro,São Paulo FC
,Neutro,São Paulo FC
Eu falo - a torcida criou este personagem ela que se vire agora.,Neutro,São Paulo FC
Eu queria muito que o Cruzeiro fizesse uma camisa de manga longa como antes!,Positivo,São Paulo FC
Chegou e já treinou! VamosSãoPaulo Rubens Chiri São Paulo FC,Neutro,São Paulo FC
O pior treinador da história do SPFC. O que mais tem baba ovo. Os baba ovo são responsáveis por essa humilhação.,Negativo,São Paulo FC
falaram que esse cara é bonito,Positivo,São Paulo FC
"A culpa da derrota do São Paulo para o Vasco não foi só do Zubeldía, mas também dos jogadores? SBTSports Rubens Chiri e Paulo PintoSaopaulofc",Neutro,São Paulo FC
"Fora do , VC é um incompetente",Negativo,São Paulo FC
"Paulinho é xingado, - como o Juan -, mas está sempre resolvendo o ataque tricolor MadeInCotia",Neutro,São Paulo FC
sao paulo desista do seu sonho e morra,Negativo,São Paulo FC
1T 15min GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL! CRIVELAAAAAARI! JUVxSPFC 0-1 FutebolFemininoTricolor VamosSãoPaulo,Positivo,São Paulo FC
Serio ? De novo de zoeira com as camisas da ? Até quando carai? Qualquer desenho de bobbie goods sairia melhor que esta aberração.,Negativo,São Paulo FC
Kkkkkkkkkkkkkkkkkkkkk Eu amooooooo,Positivo,São Paulo FC
Quantos anos?,Neutro,São Paulo FC
tomar 3 gols do vasco DO DINIZ é pra fechar as portas,Negativo,São Paulo FC
2T 47min GOL! RYAN! SPFCxVAS 1-3 Narração SPFCplay VamosSãoPaulo,Neutro,São Paulo FC
"Você vê que chegamos no fundo do poço, quando Cédric Soares é o cobrador das bolas paradas no",Neutro,São Paulo FC
pior q ele ta LINDO nesse uniforme,Positivo,São Paulo FC
"AGORA! New Balance deve ser a Patrocinadora de material esportivo do GRÊMIO a partir de 2026. Contrato de exclusividade com o São Paulo, vai somente até 311225. Além do clube Paulista, a marca Americana patrocina o Porto, Lille, Dínamo Kiev, Tokyo FC e Toluca.",Neutro,São Paulo FC
apaga essa porra agora,Negativo,São Paulo FC
Quem avança? ou ? O capítulo imperdível pelas Oitavas de Final da CONMEBOL Libertadores!,Positivo,São Paulo FC
"Um futuro sujo e brutal onde os pobres lutam por migalhas e a elite se diverte com sangue. Tayrone, um ex-operário escravizado, perde seu braço e encontra uma prótese consciente sedenta por sangue. A arma mais mortal nas mãos de um homem maltratado. Bem-vindo a Blood on Hands",Negativo,São Paulo FC
me sentindo igual quando terminei num domingo e na quarta minha ex já tava namorando com outra,Negativo,São Paulo FC
A camisa manga longa é o manto perfeito para vestir o Tricolor nos dias frios! Vem garantir a sua em até 6x sem juros e com frete grátis na SAO Store! Compre sem sair de casa!,Positivo,São Paulo FC
tô sem net aqui ta quanto pro nosso tricolor paulista?,Neutro,São Paulo FC
"Raí e José Silvério, a combinação perfeita! Em 05 de Dezembro de 1992, o São Paulo FC vencia o Palmeiras no Morumbi, pela 1ª partida da final do Paulistão! O gol de Raí na voz de José Silvério é música! Desfrute! MORUMBITECA morumbiteca VamosSãoPaulo",Positivo,São Paulo FC
"Falo faz tempo, o não valoriza a torcida que tem",Negativo,São Paulo FC
Aguardando vocês lançarem uma análise e colocarem o mapa de calor dele para sabermos se serve ou não,Neutro,São Paulo FC
"São Paulo decide não fazer mudanças na comissao técnica neste momento. Haverá pressão por melhora, mas o trabalho segue. São Paulo FC",Neutro,São Paulo FC
ele parece jogador de cotia,Neutro,São Paulo FC
E se eu lançar uma?,Neutro,São Paulo FC
"Rssssss Não perco tempo mais nem com o time principal. No final formam jogadores para vender e pouco lucrarem, o clube fica com contratações de pernas de pau e os que sobem logo se contaminam jogando um futebol meia boca. SPFC faliu e não está mais entre o grandes.",Negativo,São Paulo FC
O é o clube brasileiro que mais tem jogadores podres,Negativo,São Paulo FC
que de certo,Neutro,São Paulo FC
impressionante como ultimamente não consigo me animar com nada sobre o spfc,Negativo,São Paulo FC
"eu aqui sofrendo e ele já ta treinando, chega de sofrimento nesse perfil",Negativo,São Paulo FC
"vou sentir saudades desse divo, ele é um querido! cuidem bem dele",Positivo,São Paulo FC
Ladeira abaixo - centenário da vergonha,Negativo,São Paulo FC
eu amo o ryan francisco e vai se fuder são paulo fc,Positivo,São Paulo FC
Poderia tomar vergonha na cara e ligar uma câmera central no estádio.,Negativo,São Paulo FC
A preparação física do é a pior do país há anos...,Negativo,São Paulo FC
pq o rafael saiu assim? chutasse mais forte porra,Negativo,São Paulo FC
"Juan Dinenno é o novo reforço tricolor Seja bem vindo, comandante",Neutro,São Paulo FC
"BoNoh BossNoeul Bosschaikamon Noeulnuttarat ShawtyBoss MagentaBoy Heres a recap of all the FanMeetings TBNW planned for Boss and Noeul, as well as links to purchase your tickets Macau June 21, 2025 São Paulo July 12, 2025",Neutro,São Paulo FC
A gente sabe que a diretoria de futebol e o presidente do São Paulo são os piores da historia - mas não imaginávamos que seriam tão ruins. O São Paulo tem historico de varias coisas menos de covarde. Presidência e diretoria de covardes precisa ser impichada.,Negativo,São Paulo FC
Início de semana! O Tricolor segue com os preparativos para o duelo com o Vasco da Gama no MorumBIS! Garanta seu ingresso gt VamosSãoPaulo Erico Leonan São Paulo FC,Neutro,São Paulo FC
𝐃𝐢𝐚 𝐝𝐨𝐬 𝐧𝐚𝐦𝐨𝐫𝐚𝐝𝐨𝐬... é no MorumBIS! Manda para o que vai torcer pelo Tricolor com você hoje! DiaDosNamorados VamosSãoPaulo,Neutro,São Paulo FC
"Eu ainda acho q o Zubeldia já sabe q vai rodar, nesses 30 dias vai acontecer muita coisa fiquem vendo. Silêncio do é completamente IRRITANTE",Negativo,São Paulo FC
São Paulo Futebol Clube,Neutro,São Paulo FC
"A mentira é descarada, e certamente foi pautada pela assessoria de imprensa do Pavão com o deplorável entrevistador, antes da entrevista. foi o idealizador, criador e executor do projeto. Tenho orgulho de ter colaborado com este projeto pioneiro e inovador, que",Positivo,São Paulo FC
pqpppppppooo COVARDIA,Negativo,São Paulo FC
"Zubeldia é o maior hater do Ryan, não faz sentido cara prefere colocar o Ferreirao que é horrivel sempre e deixa os outros mlks bons da base pegando migalhas nas partidas. Que raivaaaaaaaaaaa",Negativo,São Paulo FC
"Chegou seu fim, Zubeldia. Obrigado , muito obrigado.",Positivo,São Paulo FC
"Há exatos 10 anos, Rogério Ceni marcava o seu último gol no MorumBIS! Foi na vitória sobre o Grêmio, por 2 a 0, pelo Brasileirão, coroando o 73º gol do goleiro-artilheiro no estádio. Ao todo, o 01 balançou as redes 131 vezes! SPFCpédia VamosSãoPaulo",Neutro,São Paulo FC
O Santo Paulo já tirou o bobojaco do armário. É noite de Tricolor no MorumBIS! VamosSãoPaulo,Neutro,São Paulo FC
"Gente não sei vocês, mas é a primeira vez que vejo uma torcida adversária lamentar a vinda de um jogador do time deles para o por empréstimo, geralmente eles comemoram. Cruzereses vocês me garante que o Dinenno e bom ou vocês tão tirando com a nossa cara.",Neutro,São Paulo FC
"Vendas abertas para o público geral! Garanta o seu ingresso para São Paulo x Vasco, na quinta-feira 12, às 21h30, pelo Brasileirão gt VemProMorumBIS VamosSãoPaulo",Neutro,São Paulo FC
"oi boa noite, será que eu vou comer essa xota hoje",Neutro,São Paulo FC
"A primeira vez no MorumBIS! Dinenno Estou muito feliz de estar aqui, é um orgulho enorme. VamosSãoPaulo Rubens Chiri São Paulo FC",Positivo,São Paulo FC
"Casares pior presidente da historia, ele consegue ser pior que o arrombado do leco, o cara tinha vários treinadores disponivel no mercado, mas ele preferiu manter o ZUBELDIA essa praga horrivel",Negativo,São Paulo FC
Esse presidente do é igual ou pior que o Leco??,Negativo,São Paulo FC
"Brasileiro Sub-20 Tricolor escalado para enfrentar o Cuiabá, às 16h, no estádio José Liberatti, em Osasco SP! SPFCxCUI MadeInCotia VamosSãoPaulo",Neutro,São Paulo FC
"Após a partida de hoje, os jogadores do São Paulo terão um período de recesso e se reapresentarão no dia 26 de junho. São Paulo FC",Neutro,São Paulo FC
"DEMITE ESSA MERDA DE TÉCNICO PORRA, NINGUÉM AGUENTA MAIS PASSAR VERGONHA CHEGA CARALHO VAMO ACORDAR, TA ESPERANDO SER ELIMINADO NA LIBERTADORES TAMBÉM? ESSA PORRA DESSE TÉCNICO É TIPO A CAIXA DE PANDORA QND ELE ENTRA EM CAMPO ENTRA TODAS AS DESGRAÇAS POSSÍVEIS JUNTO",Negativo,São Paulo FC
"O DM do parece o SUS, está sempre lotado",Neutro,São Paulo FC
As imagens da chegada de Dinenno ao Tricolor! VamosSãoPaulo Miguel Schincariol São Paulo FC,Neutro,São Paulo FC
Essa tal de data FIFA é uma merda. Nem um joguinho pra ver.....,Negativo,São Paulo FC
Começam neste final de semana as postagens do jogamos de igual para igual. Entendedores entenderão,Neutro,São Paulo FC
"Melhor ficar sem técnico, treinando na volta com o técnico do Sub-20 do que manter este cidadão que está aí",Negativo,São Paulo FC
pior que ele ficou linduquinho com a camisa do são paulo,Positivo,São Paulo FC
O certo aqui é reembolso,Negativo,São Paulo FC
A manga longa está de volta! Garanta já a sua gt VamosSãoPaulo Rubens Chiri São Paulo FC,Neutro,São Paulo FC
E a base do são Paulo fc hein.. ?,Neutro,São Paulo FC
KKKKKKKKKKKKKKKKKKKKKKKKK VAMO TOMAR GOLEADA DO VASCO EM CASA,Negativo,São Paulo FC
"Eu acho que é pré requisito para jogar no São Paulo ser lindo, esse Dinenno é bonitinho. 1 jogador que vai pro departamento de beleza do São Paulo FC Nóis é bamBIS porra",Positivo,São Paulo FC
Em pleno dia dos namorados e o flertando com a série B,Negativo,São Paulo FC
"Roberto Rojas quebrando o silêncio! Em 1997, Roberto Rojas falou a TV Cultura sobre ter sido marginalizado no futebol e como o São Paulo FC participou da sua volta por cima! MORUMBITECA morumbiteca VamosSãoPaulo",Neutro,São Paulo FC
"Fala, Vinas! O treinador da BaseFeminina Sub-17 falou sobre a estreia com vitória no Brasileirão! FutebolFemininoTricolor VamosSãoPaulo",Neutro,São Paulo FC
quero dia 30 de aniversário,Neutro,São Paulo FC
Só espero que ele chegue ao e jogue e não fique no REFFIS,Neutro,São Paulo FC
"Tricolor acertou a contratação do atacante argentino, que estava no Cruzeiro. Bem vindo Dinenno! Boa sorte!",Neutro,São Paulo FC
Saudades das minhas narrações quando jogava futebol de botão.,Negativo,São Paulo FC
"Pardal não inventou hoje, seremos felizes!",Positivo,São Paulo FC
Jogo amanhã deve terminar 2330 em Itaquera - vou de carro até algum lugar e depois pegar o metrô - alguém que faça estre trajeto para indicar onde seria melhor parar o carro? Vou sair do ABC.....pensei no shopping Tatuapé....,Neutro,São Paulo FC
O Tricolor está escalado! São Paulo x Vasco MorumBIS 21h30 Brasileirão Globo e Premiere SPFC Play VamosSãoPaulo,Neutro,São Paulo FC
Meu amor,Positivo,São Paulo FC
TE AMO RYAN E QUE O RESTO VÁ TOMA NO CU,Positivo,São Paulo FC
"A sensação inigualável de estar no MorumBIS, eternizada com o TricolorNaPele Hoje é dia de apoiar o Tricolor na nossa casa mais uma vez! Garanta seu ingresso em VamosSãoPaulo",Positivo,São Paulo FC
"Two followers of São Paulo FC arrived to Amman to show their support for the Palestine national team prior to this decisive match against Oman. Our national team represents much more than just football, its part of our cause for freedom and justice. Thank you São Paulo! Thank",Neutro,São Paulo FC
"𝐕𝐢𝐬𝐢𝐭𝐚 𝐝𝐞 MadeInCotia! O lateral-esquerdo Welington esteve no CT da Barra Funda nesta segunda-feira. Atualmente, o jogador defende o Southampton, da Inglaterra. Pelo Tricolor, ele conquistou o Campeonato Paulista 2021, a Copa do Brasil 2023 e a Supercopa Rei",Neutro,São Paulo FC
"Como recebo pix do São Paulo, já garanti a minha! Como é bom ser vendida",Positivo,São Paulo FC
Sábado com FutebolFemininoTricolor em campo! VamosSãoPaulo,Neutro,São Paulo FC
nossa mas quem é esse,Negativo,São Paulo FC
Novo Centurión.,Neutro,São Paulo FC
"Único motivo que me faria largar o lindo em casa nesse frio pra ir pro Morumbis bff is here!!!!!! SPFC, não nos decepcione.",Positivo,São Paulo FC
"Se puder ajudar, ajude Seja doando ou compartilhando",Neutro,São Paulo FC
os comentários desse post me dão nojo,Negativo,São Paulo FC
"O São Paulo se tornou um clube pequeno. O presidente do clube é o maior culpado. Julio Casares por algum motivo sádico, bate recordes em dívidas e não para de tomar decisões que aumenta a dívida. Não satisfeito, contratou o pior treinador na história do clube.",Negativo,São Paulo FC
Paulista Sub-15 Fim de jogo! CVIxSPFC 1-4 Nicolas Francisco Carlos Renan Miranda MadeInCotia VamosSãoPaulo,Neutro,São Paulo FC
Eu nesse exato momento,Neutro,São Paulo FC
"Bem-vindo, João Paulo! Fábio Gulo Agência São Bernardo",Neutro,São Paulo FC
E se eu fizer de novo?...,Neutro,São Paulo FC
E o do na NBA que postou essa camisa pesada em seus stories agora? Legendary! arqtricolor NBA SPFC,Neutro,São Paulo FC
"𝐁𝐞𝐦-𝐯𝐢𝐧𝐝𝐨, 𝐃𝐢𝐧𝐞𝐧𝐧𝐨! O Tricolor acertou a contratação do atacante argentino, que estava no Cruzeiro. O jogador assinou contrato até 31 de dezembro de 2025, com possibilidade de renovação por mais temporada em caso de cumprimento de metas. Saiba mais gt",Neutro,São Paulo FC
"toma, são paulo fc. pega todo meu dinheiro! time do caralho",Positivo,São Paulo FC
Vitórias em Ibiúna Sub-15 e Sub-17 do São Paulo vencem e seguem líderes no Paulista Leia aqui Confira mais notícias em,Neutro,São Paulo FC
O SPFC treina? Eu tenho quase a certeza que NÃO.,Negativo,São Paulo FC
Quem perder é puta,Negativo,São Paulo FC
MINUTO VASCOVERGONHA NA CARA Vasco SaoPaulo VascodaGama Brasileirão2025 MorumBIS,Neutro,São Paulo FC
Grêmio na merda perdendo pra todo mundo sem jogar nada ponta da base surgido absolutamente do nada,Negativo,Gremio
as vezes no silêncio da noite,Neutro,Gremio
Ele tinha um plano Venceu o Gauchao sacrificando o Hepta do Grêmio tudo isso por UM PLANO MAIOR Ter seu contrato renovado e levar o Inter pra série B Um grande gremista e um gênio incompreendido,Positivo,Gremio
Cristian Olivera CONMEBOL Sudamericana GrandeConquista,Neutro,Gremio
Mãe chega em casa e o irmão mais novo tá chorando Irmão mais velho,Negativo,Gremio
"Thiago 2007, é o novo reforço da categoria sub-20 do grêmio. o volante chega do red bull bragantino, também teve destaque na base do brasilis.",Neutro,Gremio
"Grêmio EXCLUSIVO Além de Riquelme, o atacante Gabriel Mec também está voltando ao sub-20. Ambos estão retornando ao sub-20 para manter o ritmo durante o Mundial e ajudar no Brasileirão da categoria.",Neutro,Gremio
"Martin Braithwaite pelo Grêmio 46 jogos 21 gols 5 assistências 26 PG Em 2025 26 jogos 13 gols 3 assistências 16 PG 3 gols nos últimos 3 jogos, artilheiro do Grêmio no brasileirão com 4 gols. SOU MUITO FÃ!",Positivo,Gremio
Eu no meu dia menos Douglas Costa,Neutro,Gremio
"E pensar que em algum momento disseram que esse cara era um dos problemas do Grêmio . Desde 2024, sendo muito importante pro time e pro clube Braithwaite.",Neutro,Gremio
,Neutro,Gremio
Mano Menezes se o Brasileirão tivesse Gol de Ouro no tempo normal,Neutro,Gremio
Conseguiram destruir com o futebol feminino do Grêmio. As diretoras que não conseguem reconhecer erros e no mundo paralelo ainda continuam com a convicção de que montaram um plantel bom pra temporada! Não adianta so trocar a comissão técnica. FORA CONFRARIA!,Negativo,Gremio
Quando você aposta em ambos marcam e o Grêmio sai na frente O mais difícil já foi,Neutro,Gremio
"Jogar no Grêmio foi lindo e muito importante para a minha carreira. Sou muito grato pelo que vivi no Brasil. Aprendi muito com o Grêmio e sempre vou agradecer o carinho dos gremistas. Luis Suárez, nesta manhã, em entrevista em Miami. GZH Edit",Positivo,Gremio
,Neutro,Gremio
"Grêmio, coloca Arezo, Pavón, André Henrique e Kike Olivera em lista de transferências. - Kike, vem recebendo algumas sondagens da Europa. E vai ao mercado em busca de atacantes, Gabriel Teixeira, Biel, hoje no Sporting de Portugal é um dos nomes especulados.",Neutro,Gremio
,Neutro,Gremio
"Caso essa janela do Grêmio se concretize, será a melhor do país...",Positivo,Gremio
Luis Suárez desde 2023 Grêmio e Inter Miami 112 jogos 62 gols ! 39 assistências 101 participações em gols !,Neutro,Gremio
"GRAVÍSSIMO! Se isso aqui é contra o Grêmio seria marcado PÊNALTI sem o VAR Como é a favor do Corinthians, eles nem cogitam olhar e mandam o jogo seguir. É uma PIADA!",Negativo,Gremio
GOL DO GRÊMIO! Braithwaite abre o placar na Arena contra o Corinthians!,Positivo,Gremio
"O Grêmio tem um aproveitamento de 83 em partidas jogadas após o lançamento do primeiro single de um álbum do twenty one pilots são 4 vitórias em 5 jogos. Amanhã o tricolor enfrenta o Corinthians logo após o lançamento de The Contract, primeiro single do próximo disco da banda",Neutro,Gremio
"O irresponsável criador de crise atacou mais uma vez. Mais FDP mesmo é quem passa essas informações erradas de dentro do Grêmio para esse verme. Além de tudo, é burro pra caralho.",Negativo,Gremio
Fumaceira Tricolor,Neutro,Gremio
"Aniversariante do dia Elano O ex-jogador do Grêmio, completa 44 anos Parabéns, Hilhota",Neutro,Gremio
"grêmio empata o clássico grenal nos acréscimos, na semifinal do gauchão sub-17. preciso falar de quem foi o gol?",Neutro,Gremio
"Bela jogada, começando no lançamento do Volpi e depois o drible e assistência do Alysson pro gol do Braithwaite, que limpou bem a marcação. Seguimos evoluindo.",Positivo,Gremio
"PrivatizemOinter Para o Grêmio e para o Humaitá só rejeição, cobrança e negativas! Para o clube do coração do Prefeito TUDO!!! Se não fosse o público ainda estariam nos Eucaliptos que teve a arquibancada construída com público também! Sanguessugas desde a década de 40!!",Negativo,Gremio
Grêmio Prudente apresenta suas novas camisas da Kappa para 20252026! Gostaram?,Neutro,Gremio
GOLS DO DIA 14061987 Gauchão Olímpico Monumental GRÊMIO 3x0 inter Primeiro clássico GREnal do técnico Felipão no comando do Grêmio Resultado... Arbitragem Um Tricolor e expulsão do Scolari com todo banco reserva gremista,Neutro,Gremio
